Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score (0-100),Promotion_Status
EMP2780,R&D,47,74510,12,38,78,Yes
EMP2781,Finance,38,127081,9,31,45,No
EMP2782,R&D,41,63674,6,31,94,No
EMP2783,HR,48,125025,18,48,50,No
EMP2784,R&D,55,42733,2,52,71,No
EMP2785,Finance,42,45080,23,56,79,Yes
EMP2786,Marketing,43,127200,8,32,59,No
EMP2787,Operations,23,78412,24,46,72,No
EMP2788,Finance,30,149476,14,43,79,Yes
EMP2789,R&D,45,83971,6,43,47,No
EMP2790,Operations,28,64709,10,43,90,Yes
EMP2791,R&D,31,84846,8,35,74,No
EMP2792,Marketing,25,90480,17,32,44,No
EMP2793,R&D,57,136768,12,30,74,No
EMP2794,HR,58,77960,17,59,86,Yes
EMP2795,IT,49,128550,13,45,53,No
EMP2796,Finance,25,66152,19,58,60,No
EMP2797,IT,29,52250,12,33,86,Yes
EMP2798,R&D,22,110765,16,58,63,No
EMP2799,Marketing,21,142265,5,30,56,No
EMP2800,Finance,50,73137,16,46,57,No
EMP2801,R&D,31,107011,6,57,73,No
EMP2802,Operations,48,143922,11,47,51,No
EMP2803,Sales,32,148360,17,55,55,No
EMP2804,R&D,59,146280,23,37,43,No
EMP2805,IT,46,71412,14,31,64,No
EMP2806,Finance,33,68876,6,56,73,No
EMP2807,IT,28,119547,23,47,67,No
EMP2808,Finance,48,98664,11,56,85,Yes
EMP2809,R&D,50,75227,12,56,50,No
EMP2810,HR,29,57450,13,45,52,No
EMP2811,Operations,59,109433,4,55,70,No
EMP2812,R&D,51,98704,7,39,99,No
EMP2813,IT,41,31861,2,37,64,No
EMP2814,Sales,54,132294,6,41,78,No
EMP2815,Sales,51,86914,6,51,49,No
EMP2816,Marketing,45,88888,18,45,63,No
EMP2817,Finance,32,104286,20,41,40,No
EMP2818,IT,21,86293,8,40,92,Yes
EMP2819,Marketing,42,107524,8,49,64,No
EMP2820,IT,57,93515,8,48,67,No
EMP2821,Finance,21,48524,8,30,75,Yes
EMP2822,R&D,21,32065,1,56,57,No
EMP2823,R&D,41,62684,2,32,45,No
EMP2824,Sales,35,113720,12,41,41,No
EMP2825,R&D,37,58365,15,59,42,No
EMP2826,R&D,42,83876,4,38,85,No
EMP2827,HR,58,48704,3,50,47,No
EMP2828,Sales,55,82857,14,58,70,No
EMP2829,Marketing,36,30622,22,51,87,Yes
EMP2830,Operations,28,108797,23,34,58,No
EMP2831,HR,37,135468,8,30,89,Yes
EMP2832,Marketing,37,118955,13,39,45,No
EMP2833,Finance,46,125003,23,46,53,No
EMP2834,HR,33,116141,19,33,42,No
EMP2835,Marketing,37,119707,22,44,87,Yes
EMP2836,Finance,58,112700,5,48,40,No
EMP2837,Sales,37,140404,13,56,83,Yes
EMP2838,Operations,34,136733,20,37,69,No
EMP2839,Finance,26,104332,1,57,85,No
EMP2840,R&D,55,127390,16,57,58,No
EMP2841,IT,34,121856,23,52,93,Yes
EMP2842,Finance,28,91201,24,44,58,No
EMP2843,Finance,35,57694,2,56,48,No
EMP2844,Operations,47,114766,7,36,46,No
EMP2845,IT,33,47995,6,44,85,No
EMP2846,R&D,51,117320,5,37,76,No
EMP2847,Marketing,55,105141,4,59,89,No
EMP2848,Marketing,26,107999,2,55,80,No
EMP2849,Finance,25,33419,10,52,92,Yes
EMP2850,IT,42,72952,22,39,46,No
EMP2851,IT,43,148028,5,47,48,No
EMP2852,R&D,45,58837,18,33,43,No
EMP2853,Operations,54,95799,10,44,64,No
EMP2854,Sales,46,73877,23,40,88,Yes
EMP2855,Marketing,25,131255,22,51,51,No
EMP2856,Operations,46,70687,15,32,45,No
EMP2857,HR,40,124667,9,44,57,No
EMP2858,Marketing,26,62276,11,32,79,Yes
EMP2859,Operations,26,59523,21,44,60,No
EMP2860,Marketing,38,91055,17,35,54,No
EMP2861,Sales,24,79615,21,30,42,No
EMP2862,HR,37,121642,9,43,41,No
EMP2863,Sales,34,135040,23,45,95,Yes
EMP2864,R&D,34,35514,16,30,94,Yes
EMP2865,HR,33,72456,6,50,80,No
EMP2866,Finance,27,32233,22,46,79,Yes
EMP2867,Operations,35,26102,11,55,98,Yes
EMP2868,HR,39,91133,23,37,43,No
EMP2869,R&D,55,71715,17,47,71,No
EMP2870,R&D,37,110193,4,45,41,No
EMP2871,Sales,55,135545,15,35,85,Yes
EMP2872,Marketing,39,129085,1,39,68,No
EMP2873,HR,40,134101,22,39,41,No
EMP2874,Operations,56,31256,20,34,73,No
EMP2875,HR,55,146946,1,55,66,No
EMP2876,IT,52,133684,9,57,99,Yes
EMP2877,Marketing,44,89800,12,41,93,Yes
EMP2878,Operations,37,119937,4,49,78,No
EMP2879,Operations,27,66548,22,46,83,Yes
EMP2880,Finance,21,97090,13,43,77,Yes
EMP2881,Sales,55,103200,7,43,57,No
EMP2882,Finance,52,67367,8,32,75,Yes
EMP2883,Operations,56,138815,13,58,58,No
EMP2884,Marketing,33,114922,11,41,66,No
EMP2885,HR,26,95382,9,49,84,Yes
EMP2886,HR,34,51205,24,47,59,No
EMP2887,Marketing,57,50570,16,41,60,No
EMP2888,Operations,35,55255,10,31,62,No
EMP2889,R&D,24,46182,11,31,69,No
EMP2890,HR,36,64373,12,56,64,No
EMP2891,R&D,48,68019,14,46,70,No
EMP2892,HR,36,87619,19,39,66,No
EMP2893,HR,24,41043,12,47,73,No
EMP2894,Sales,46,70532,18,51,47,No
EMP2895,Sales,48,126290,21,48,58,No
EMP2896,IT,52,90936,17,55,80,Yes
EMP2897,Finance,22,44239,3,50,65,No
EMP2898,Marketing,51,35416,1,30,67,No
EMP2899,Marketing,23,28412,19,53,43,No
EMP2900,Marketing,28,106976,4,58,70,No
EMP2901,IT,44,49406,23,33,55,No
EMP2902,Sales,35,26875,16,54,90,Yes
EMP2903,Operations,51,144231,12,33,49,No
EMP2904,R&D,29,62066,21,59,77,Yes
EMP2905,R&D,59,127072,21,31,87,Yes
EMP2906,Operations,22,30752,13,48,49,No
EMP2907,IT,28,111753,17,50,84,Yes
EMP2908,Operations,27,103025,8,41,48,No
EMP2909,Marketing,59,26353,13,39,78,Yes
EMP2910,Finance,36,51986,20,42,75,Yes
EMP2911,HR,55,111907,5,58,90,No
EMP2912,R&D,50,129901,18,59,97,Yes
EMP2913,Sales,30,39691,15,51,75,Yes
EMP2914,Sales,58,94847,12,52,58,No
EMP2915,IT,38,73075,17,49,99,Yes
EMP2916,Sales,25,35794,15,52,58,No
EMP2917,Marketing,49,93470,2,44,51,No
EMP2918,R&D,59,41406,6,55,52,No
EMP2919,Operations,54,100930,17,32,64,No
EMP2920,Marketing,43,140897,16,52,75,Yes
EMP2921,IT,25,51872,17,49,64,No
EMP2922,Marketing,50,66708,20,58,67,No
EMP2923,Operations,26,140492,9,42,81,Yes
EMP2924,Finance,24,131629,5,37,92,No
EMP2925,IT,49,45800,23,54,78,Yes
EMP2926,Finance,43,68397,1,36,69,No
EMP2927,HR,26,148313,6,53,44,No
EMP2928,Finance,52,62909,24,37,56,No
EMP2929,HR,38,46352,14,47,57,No
EMP2930,HR,35,126975,17,38,82,Yes
EMP2931,Finance,52,118848,19,35,86,Yes
EMP2932,IT,29,130596,1,56,60,No
EMP2933,Operations,57,40438,1,33,61,No
EMP2934,Marketing,30,113921,13,44,78,Yes
EMP2935,Marketing,40,69999,14,34,89,Yes
EMP2936,Operations,26,43482,6,55,97,No
EMP2937,R&D,23,57471,6,34,96,No
EMP2938,R&D,31,72279,1,36,45,No
EMP2939,HR,37,134413,14,59,89,Yes
EMP2940,HR,52,131748,3,38,55,No
EMP2941,IT,24,79213,23,36,41,No
EMP2942,Sales,24,138909,10,38,90,Yes
EMP2943,Finance,37,38026,19,49,40,No
EMP2944,HR,39,132625,19,39,96,Yes
EMP2945,Marketing,25,110184,19,59,69,No
EMP2946,IT,52,30435,23,55,97,Yes
EMP2947,Finance,42,33493,4,33,82,No
EMP2948,IT,26,97227,20,35,91,Yes
EMP2949,Finance,55,84321,19,53,76,Yes
EMP2950,Finance,42,27763,10,43,87,Yes
EMP2951,Operations,21,45389,2,38,62,No
EMP2952,HR,40,56498,4,30,40,No
EMP2953,IT,42,88755,24,46,58,No
EMP2954,IT,31,126545,6,42,85,No
EMP2955,Operations,33,60825,7,53,42,No
EMP2956,Marketing,23,41934,16,56,41,No
EMP2957,Marketing,29,30574,7,36,95,No
EMP2958,R&D,32,63179,18,38,76,Yes
EMP2959,HR,43,26587,20,40,56,No
EMP2960,HR,34,67782,22,32,67,No
EMP2961,Sales,53,129224,19,55,57,No
EMP2962,Operations,38,79412,9,41,72,No
EMP2963,Marketing,29,85561,20,50,54,No
EMP2964,Finance,43,102224,10,32,61,No
EMP2965,IT,30,29409,13,44,80,Yes
EMP2966,HR,39,96319,18,50,66,No
EMP2967,IT,25,124016,16,39,94,Yes
EMP2968,IT,43,51751,22,30,76,Yes
EMP2969,Sales,50,63174,17,43,71,No
EMP2970,Marketing,45,147678,22,56,99,Yes
EMP2971,HR,48,81572,13,49,84,Yes
EMP2972,IT,54,86416,12,35,58,No
EMP2973,HR,45,37041,10,31,67,No
EMP2974,Finance,30,48227,1,58,67,No
EMP2975,Sales,34,60201,8,52,95,Yes
EMP2976,Finance,50,61069,21,37,49,No
EMP2977,HR,45,107190,22,30,59,No
EMP2978,R&D,34,51370,18,58,64,No
EMP2979,HR,55,120018,2,33,60,No
EMP2980,Marketing,54,36586,16,56,53,No
EMP2981,IT,30,75231,12,33,61,No
EMP2982,IT,55,30322,9,58,92,Yes
EMP2983,Finance,31,90294,3,34,65,No
EMP2984,Sales,31,104468,22,59,83,Yes
EMP2985,R&D,41,54299,21,57,50,No
EMP2986,Operations,41,115715,4,57,94,No
EMP2987,IT,42,95793,2,49,46,No
EMP2988,Marketing,27,71501,8,38,56,No
EMP2989,Finance,37,82134,10,52,57,No
EMP2990,Finance,22,136672,16,42,46,No
EMP2991,Operations,32,34777,23,47,95,Yes
EMP2992,Marketing,38,36249,11,46,59,No
EMP2993,Sales,31,145902,18,54,77,Yes
EMP2994,Marketing,36,46390,22,30,50,No
EMP2995,Sales,38,45369,14,51,83,Yes
EMP2996,Marketing,55,37881,8,44,97,Yes
EMP2997,Marketing,46,34587,23,31,55,No
EMP2998,HR,36,118800,15,45,90,Yes
EMP2999,Finance,26,99327,17,49,94,Yes
EMP3000,Marketing,32,132009,21,51,66,No
EMP3001,Operations,33,112911,18,34,90,Yes
EMP3002,Marketing,24,113147,6,56,50,No
EMP3003,IT,59,132562,23,51,55,No
EMP3004,Finance,22,32833,14,48,62,No
EMP3005,IT,46,142574,23,34,99,Yes
EMP3006,Finance,47,72013,3,31,98,No
EMP3007,IT,47,142341,7,36,51,No
EMP3008,Marketing,35,88620,15,32,98,Yes
EMP3009,Marketing,28,40754,21,46,79,Yes
EMP3010,HR,27,132584,24,59,42,No
EMP3011,Operations,32,103113,16,53,41,No
EMP3012,IT,33,121631,16,53,99,Yes
EMP3013,Sales,37,111784,8,32,77,Yes
EMP3014,HR,37,60282,7,42,87,No
EMP3015,IT,56,61737,6,36,91,No
EMP3016,IT,41,142972,2,54,63,No
EMP3017,HR,28,122427,22,53,68,No
EMP3018,Marketing,25,49124,13,32,86,Yes
EMP3019,IT,46,95102,12,44,85,Yes
EMP3020,Marketing,36,27196,15,58,73,No
EMP3021,HR,56,86527,9,47,59,No
EMP3022,Marketing,48,121651,2,58,57,No
EMP3023,Finance,49,140477,17,39,53,No
EMP3024,Sales,32,110395,5,52,57,No
EMP3025,R&D,57,36345,11,36,41,No
EMP3026,IT,50,149544,22,38,40,No
EMP3027,Operations,43,59077,19,34,59,No
EMP3028,Sales,36,91400,24,49,73,No
EMP3029,R&D,34,37055,7,37,80,No
EMP3030,Marketing,30,128693,2,43,80,No
EMP3031,IT,27,110283,16,33,87,Yes
EMP3032,Marketing,57,69484,12,49,50,No
EMP3033,Finance,49,102514,23,57,66,No
EMP3034,HR,23,115135,15,43,62,No
EMP3035,IT,35,60771,1,41,77,No
EMP3036,R&D,56,137478,13,31,83,Yes
EMP3037,R&D,39,82654,23,42,42,No
EMP3038,Finance,33,71540,6,30,51,No
EMP3039,Finance,41,108151,13,49,69,No
EMP3040,IT,57,131263,18,36,70,No
EMP3041,Marketing,47,135284,3,57,62,No
EMP3042,Operations,49,142399,1,54,40,No
EMP3043,R&D,40,129885,15,38,80,Yes
EMP3044,R&D,45,147393,13,57,59,No
EMP3045,Finance,26,54377,5,55,93,No
EMP3046,Sales,56,120567,13,46,45,No
EMP3047,Finance,22,74573,22,50,50,No
EMP3048,Operations,42,67733,5,52,74,No
EMP3049,Marketing,52,36760,19,42,43,No
EMP3050,Marketing,36,138226,21,52,68,No
EMP3051,Sales,38,124250,24,39,98,Yes
EMP3052,R&D,25,50762,18,45,49,No
EMP3053,Finance,56,75986,21,35,90,Yes
EMP3054,Marketing,50,59332,22,45,68,No
EMP3055,Operations,39,65100,10,40,77,Yes
EMP3056,IT,43,29944,24,55,40,No
EMP3057,HR,54,73825,8,49,79,Yes
EMP3058,HR,33,38877,15,32,47,No
EMP3059,HR,49,54990,21,57,96,Yes
EMP3060,R&D,56,133443,20,58,77,Yes
EMP3061,Finance,42,124612,23,38,56,No
EMP3062,Sales,56,142674,22,44,58,No
EMP3063,Marketing,29,140074,4,57,72,No
EMP3064,IT,59,80283,2,42,54,No
EMP3065,Operations,39,149041,24,39,84,Yes
EMP3066,IT,58,28258,6,49,70,No
EMP3067,Operations,26,145809,3,53,60,No
EMP3068,R&D,35,56629,7,42,42,No
EMP3069,Finance,40,62579,10,46,41,No
EMP3070,HR,29,47958,23,36,74,No
EMP3071,Finance,52,64465,6,57,80,No
EMP3072,R&D,24,110853,16,35,98,Yes
EMP3073,Sales,38,40775,2,42,55,No
EMP3074,Sales,25,101575,24,57,95,Yes
EMP3075,R&D,40,119633,17,46,84,Yes
EMP3076,Operations,43,59207,13,44,90,Yes
EMP3077,Marketing,31,47553,1,33,98,No
EMP3078,Marketing,57,134938,6,57,89,No
EMP3079,Operations,42,78632,5,44,60,No
EMP3080,Sales,24,25055,13,43,51,No
EMP3081,Sales,49,143012,23,50,67,No
EMP3082,Sales,54,113697,18,40,51,No
EMP3083,Finance,33,57873,12,53,72,No
EMP3084,Sales,29,126505,7,33,59,No
EMP3085,IT,51,105720,15,32,79,Yes
EMP3086,HR,27,91205,3,31,88,No
EMP3087,Sales,24,103199,16,49,60,No
EMP3088,Operations,39,50318,1,56,99,No
EMP3089,HR,50,58734,16,39,91,Yes
EMP3090,Finance,51,107227,24,59,93,Yes
EMP3091,Operations,55,43522,12,42,78,Yes
EMP3092,HR,41,36656,19,49,80,Yes
EMP3093,Operations,51,40893,8,58,88,Yes
EMP3094,Finance,39,136393,23,55,98,Yes
EMP3095,IT,51,41493,12,50,81,Yes
EMP3096,Finance,52,28632,15,58,75,Yes
EMP3097,Finance,22,120872,2,52,61,No
EMP3098,Operations,30,113648,17,54,65,No
EMP3099,R&D,22,86779,7,47,46,No
EMP3100,Marketing,22,63452,13,50,46,No
EMP3101,Sales,44,38266,1,45,47,No
EMP3102,Sales,37,146187,6,40,65,No
EMP3103,IT,52,141603,13,39,63,No
EMP3104,IT,36,86607,11,38,63,No
EMP3105,Sales,36,41940,10,41,79,Yes
EMP3106,Marketing,59,49003,16,59,87,Yes
EMP3107,Sales,51,123408,24,58,51,No
EMP3108,R&D,44,59815,23,48,86,Yes
EMP3109,Marketing,21,55869,20,30,47,No
EMP3110,IT,31,74297,17,47,93,Yes
EMP3111,HR,41,85107,17,43,48,No
EMP3112,Operations,24,107793,4,51,42,No
EMP3113,R&D,27,41682,5,50,93,No
EMP3114,R&D,46,44622,23,30,60,No
EMP3115,IT,32,55408,14,46,70,No
EMP3116,IT,51,33837,20,40,87,Yes
EMP3117,Finance,37,89210,10,49,86,Yes
EMP3118,R&D,53,40407,14,57,63,No
EMP3119,Finance,31,54309,1,44,43,No
EMP3120,Finance,48,96918,11,33,59,No
EMP3121,Operations,52,118190,23,44,55,No
EMP3122,Finance,21,43895,18,51,49,No
EMP3123,Marketing,48,146284,16,51,82,Yes
EMP3124,Sales,27,124087,18,55,65,No
EMP3125,HR,22,111912,8,43,68,No
EMP3126,IT,44,25370,10,51,44,No
EMP3127,Marketing,24,139212,10,30,50,No
EMP3128,HR,39,25486,5,55,68,No
EMP3129,R&D,46,48762,10,38,84,Yes
EMP3130,R&D,31,51613,18,56,54,No
EMP3131,R&D,31,137804,21,36,45,No
EMP3132,Marketing,23,28196,24,52,87,Yes
EMP3133,Marketing,32,132856,6,40,54,No
EMP3134,IT,23,143975,3,52,82,No
EMP3135,Sales,47,119937,8,31,59,No
EMP3136,Finance,22,125565,9,31,73,No
EMP3137,R&D,36,101349,5,35,99,No
EMP3138,Operations,22,89839,2,52,99,No
EMP3139,Sales,50,66916,2,48,41,No
EMP3140,Operations,40,33572,7,58,83,No
EMP3141,IT,58,138312,17,49,55,No
EMP3142,IT,48,53225,10,43,58,No
EMP3143,IT,45,70853,12,57,73,No
EMP3144,HR,52,74390,2,32,88,No
EMP3145,Operations,30,57275,10,36,53,No
EMP3146,Sales,53,97379,20,36,63,No
EMP3147,Sales,33,26105,1,33,67,No
EMP3148,Marketing,57,141074,4,58,87,No
EMP3149,Marketing,36,84896,13,52,71,No
EMP3150,R&D,42,68209,12,34,76,Yes
EMP3151,Marketing,40,122175,11,46,49,No
EMP3152,IT,47,67487,10,55,88,Yes
EMP3153,Sales,36,43051,15,33,84,Yes
EMP3154,Operations,54,119244,5,52,87,No
EMP3155,IT,52,125995,17,42,48,No
EMP3156,HR,46,147444,5,45,63,No
EMP3157,Marketing,45,102400,2,45,75,No
EMP3158,IT,22,125300,9,31,95,Yes
EMP3159,IT,32,91961,6,47,68,No
EMP3160,HR,29,85156,18,30,99,Yes
EMP3161,Finance,32,139682,14,47,68,No
EMP3162,Sales,46,82175,19,55,97,Yes
EMP3163,Operations,29,31849,14,59,87,Yes
EMP3164,R&D,30,126551,8,37,62,No
EMP3165,Finance,52,43976,17,40,66,No
EMP3166,Marketing,54,124794,3,53,70,No
EMP3167,IT,40,140912,10,53,82,Yes
EMP3168,HR,59,142275,17,44,46,No
EMP3169,HR,22,81866,11,45,88,Yes
EMP3170,Sales,21,142752,8,46,93,Yes
EMP3171,Finance,56,72078,1,46,84,No
EMP3172,R&D,44,147492,13,41,43,No
EMP3173,Sales,47,56113,21,39,53,No
EMP3174,IT,22,140520,4,49,81,No
EMP3175,Sales,51,40401,7,35,81,No
EMP3176,Operations,34,37884,14,37,49,No
EMP3177,HR,22,109360,5,42,98,No
EMP3178,HR,49,62563,24,31,83,Yes
EMP3179,Marketing,35,59414,11,58,73,No
EMP3180,Marketing,32,41142,17,48,65,No
EMP3181,R&D,57,137610,5,51,62,No
EMP3182,IT,48,140128,20,39,48,No
EMP3183,Operations,40,96492,3,33,76,No
EMP3184,Finance,59,104464,5,41,47,No
EMP3185,Sales,44,100257,15,47,92,Yes
EMP3186,R&D,41,101693,19,36,53,No
EMP3187,IT,30,60135,16,49,46,No
EMP3188,Marketing,34,97232,8,53,46,No
EMP3189,Sales,57,52862,13,53,48,No
EMP3190,Marketing,38,30190,16,52,42,No
EMP3191,Sales,44,95199,3,55,53,No
EMP3192,Finance,34,130366,1,54,56,No
EMP3193,IT,54,29331,9,33,89,Yes
EMP3194,Sales,32,149184,9,36,83,Yes
EMP3195,Operations,42,77186,22,39,61,No
EMP3196,R&D,26,69648,17,55,85,Yes
EMP3197,HR,56,53549,24,44,65,No
EMP3198,Operations,56,106782,2,41,97,No
EMP3199,Operations,42,50761,9,30,67,No
EMP3200,R&D,34,28262,24,49,84,Yes
EMP3201,HR,36,136624,19,47,53,No
EMP3202,Operations,56,76259,13,54,48,No
EMP3203,Sales,45,97572,5,45,90,No
EMP3204,Sales,52,149720,9,34,65,No
EMP3205,Sales,53,78472,13,48,41,No
EMP3206,HR,56,112858,1,33,50,No
EMP3207,Operations,40,109667,15,35,56,No
EMP3208,HR,38,29677,4,55,73,No
EMP3209,Sales,58,98508,4,46,58,No
EMP3210,R&D,23,105865,20,36,78,Yes
EMP3211,Operations,43,127568,10,53,57,No
EMP3212,Operations,52,126437,6,52,52,No
EMP3213,Marketing,36,134916,24,36,44,No
EMP3214,Marketing,25,75617,12,38,89,Yes
EMP3215,Finance,24,111029,20,42,62,No
EMP3216,IT,41,43595,16,49,97,Yes
EMP3217,Marketing,34,112459,3,43,95,No
EMP3218,HR,59,85148,14,45,63,No
EMP3219,Marketing,51,71926,1,52,68,No
EMP3220,Finance,34,100271,10,38,87,Yes
EMP3221,Operations,26,59457,15,44,86,Yes
EMP3222,Finance,32,67531,7,34,47,No
EMP3223,Operations,36,98263,4,47,65,No
EMP3224,R&D,37,98300,14,50,54,No
EMP3225,R&D,43,88171,24,49,96,Yes
EMP3226,Operations,34,144229,16,37,40,No
EMP3227,IT,27,143229,14,44,67,No
EMP3228,Marketing,52,70771,3,50,88,No
EMP3229,HR,35,118135,17,54,86,Yes
EMP3230,HR,37,91354,21,38,85,Yes
EMP3231,Sales,54,137743,14,48,53,No
EMP3232,Operations,25,138381,18,58,81,Yes
EMP3233,HR,47,62289,3,55,73,No
EMP3234,IT,43,58892,22,51,98,Yes
EMP3235,Operations,34,96196,19,35,70,No
EMP3236,IT,35,120057,3,33,45,No
EMP3237,HR,53,63409,12,40,88,Yes
EMP3238,HR,51,140817,22,58,44,No
EMP3239,Sales,55,59470,5,39,70,No
EMP3240,HR,37,43385,10,32,76,Yes
EMP3241,Operations,48,48296,9,30,54,No
EMP3242,R&D,39,143566,1,41,54,No
EMP3243,Operations,43,86716,13,52,91,Yes
EMP3244,Operations,52,114152,3,44,82,No
EMP3245,Sales,33,51382,19,44,44,No
EMP3246,Sales,40,101675,11,50,67,No
EMP3247,HR,55,146019,16,43,72,No
EMP3248,Finance,25,122596,6,55,50,No
EMP3249,Finance,29,47419,24,36,82,Yes
EMP3250,Sales,49,118321,3,46,45,No
EMP3251,HR,26,106238,19,53,62,No
EMP3252,Finance,45,119753,6,48,79,No
EMP3253,HR,51,64291,8,36,41,No
EMP3254,HR,42,37397,22,57,54,No
EMP3255,HR,22,131415,13,32,62,No
EMP3256,Marketing,25,82888,12,59,61,No
EMP3257,Operations,47,60169,10,32,48,No
EMP3258,HR,45,87182,3,55,86,No
EMP3259,Marketing,28,117476,4,54,79,No
EMP3260,Sales,21,67249,1,58,69,No
EMP3261,Finance,40,53341,13,47,55,No
EMP3262,Operations,43,100603,24,59,98,Yes
EMP3263,R&D,52,71144,4,49,85,No
EMP3264,Finance,31,86772,22,51,86,Yes
EMP3265,Operations,59,104360,11,43,91,Yes
EMP3266,R&D,44,38444,19,32,69,No
EMP3267,Finance,31,70647,11,57,84,Yes
EMP3268,Operations,49,148662,12,55,48,No
EMP3269,Finance,46,139416,11,59,40,No
EMP3270,Finance,36,123843,6,55,98,No
EMP3271,R&D,55,35974,12,36,77,Yes
EMP3272,Finance,40,137150,9,36,47,No
EMP3273,Finance,23,63383,10,34,98,Yes
EMP3274,R&D,21,119826,3,32,98,No
EMP3275,Sales,21,106552,3,47,91,No
EMP3276,HR,37,122648,20,44,57,No
EMP3277,IT,22,119049,23,49,66,No
EMP3278,Marketing,49,27956,16,43,57,No
EMP3279,IT,40,33077,3,58,71,No
EMP3280,IT,26,61490,10,33,97,Yes
EMP3281,Operations,28,135363,24,56,88,Yes
EMP3282,HR,49,149713,11,53,71,No
EMP3283,Operations,53,128391,8,37,92,Yes
EMP3284,HR,23,133642,6,58,87,No
EMP3285,R&D,55,80612,20,50,84,Yes
EMP3286,R&D,25,125474,11,42,93,Yes
EMP3287,HR,47,61159,21,51,75,Yes
EMP3288,Finance,32,64710,12,37,75,Yes
EMP3289,Sales,40,108536,16,44,60,No
EMP3290,Finance,40,38806,18,46,85,Yes
EMP3291,Sales,29,138096,13,34,71,No
EMP3292,Operations,59,103345,22,49,70,No
EMP3293,Sales,24,105391,3,33,76,No
EMP3294,Operations,39,132412,15,40,55,No
EMP3295,R&D,58,119924,22,47,85,Yes
EMP3296,IT,47,31458,21,39,85,Yes
EMP3297,R&D,33,60524,14,46,53,No
EMP3298,R&D,33,31853,18,59,96,Yes
EMP3299,IT,42,65477,14,44,63,No
EMP3300,Sales,48,57222,5,35,64,No
EMP3301,Sales,42,43320,21,52,85,Yes
EMP3302,Operations,39,119154,14,50,90,Yes
EMP3303,Finance,28,77243,8,45,74,No
EMP3304,Operations,28,70615,23,44,56,No
EMP3305,Finance,46,42352,15,37,85,Yes
EMP3306,R&D,46,97833,15,38,81,Yes
EMP3307,IT,43,118476,19,40,84,Yes
EMP3308,R&D,33,139560,20,56,93,Yes
EMP3309,HR,48,28203,6,31,43,No
EMP3310,Sales,29,64267,19,56,50,No
EMP3311,Finance,40,62941,8,42,86,Yes
EMP3312,Operations,39,107809,6,33,54,No
EMP3313,IT,59,50368,20,56,69,No
EMP3314,Finance,32,102186,23,38,63,No
EMP3315,Operations,35,55984,15,34,41,No
EMP3316,Sales,51,66941,3,48,82,No
EMP3317,R&D,34,97918,10,51,73,No
EMP3318,Sales,31,77683,15,32,62,No
EMP3319,Marketing,46,25801,24,59,70,No
EMP3320,HR,47,131538,16,50,76,Yes
EMP3321,Marketing,31,137201,17,32,52,No
EMP3322,IT,58,72965,19,35,72,No
EMP3323,Finance,54,110269,11,57,46,No
EMP3324,IT,39,147693,16,39,71,No
EMP3325,R&D,26,34969,5,34,46,No
EMP3326,Operations,58,60969,5,59,81,No
EMP3327,Sales,48,107269,14,54,77,Yes
EMP3328,Marketing,21,57449,18,32,91,Yes
EMP3329,Marketing,55,116679,8,51,83,Yes
EMP3330,R&D,28,50705,5,53,52,No
EMP3331,Marketing,27,85303,7,36,63,No
EMP3332,R&D,31,53363,16,51,67,No
EMP3333,IT,59,55720,23,59,71,No
EMP3334,Sales,24,34972,14,47,82,Yes
EMP3335,Finance,45,58351,5,52,57,No
EMP3336,Operations,32,136023,24,37,73,No
EMP3337,Finance,46,61145,9,30,87,Yes
EMP3338,IT,58,112948,4,54,73,No
EMP3339,Operations,32,114614,4,33,90,No
EMP3340,Marketing,57,113116,16,53,77,Yes
EMP3341,HR,44,81235,24,55,40,No
EMP3342,IT,36,39855,17,36,82,Yes
EMP3343,IT,33,61169,15,43,89,Yes
EMP3344,Sales,45,71404,4,42,81,No
EMP3345,Finance,24,44569,6,39,70,No
EMP3346,IT,31,79437,16,52,89,Yes
EMP3347,IT,52,73506,4,47,99,No
EMP3348,Marketing,27,50738,6,30,40,No
EMP3349,Marketing,31,31772,5,33,90,No
EMP3350,Operations,48,115410,16,57,55,No
EMP3351,R&D,43,44731,16,45,97,Yes
EMP3352,R&D,43,35131,10,45,78,Yes
EMP3353,HR,48,91324,9,47,54,No
EMP3354,R&D,46,79097,4,37,72,No
EMP3355,Sales,45,106720,14,39,62,No
EMP3356,HR,49,121433,4,45,92,No
EMP3357,Operations,39,27889,12,52,80,Yes
EMP3358,Marketing,53,34569,24,53,73,No
EMP3359,R&D,56,112193,10,40,56,No
EMP3360,Finance,34,100677,4,35,64,No
EMP3361,Marketing,34,110192,18,30,95,Yes
EMP3362,Sales,55,148757,13,59,81,Yes
EMP3363,Marketing,50,112154,13,58,45,No
EMP3364,Sales,48,102470,14,58,70,No
EMP3365,Sales,37,133073,18,41,44,No
EMP3366,Sales,23,113822,1,54,79,No
EMP3367,Operations,36,32612,21,35,79,Yes
EMP3368,Sales,50,76644,16,57,69,No
EMP3369,Sales,49,57069,15,42,44,No
EMP3370,Finance,35,106741,22,55,51,No
EMP3371,HR,45,52331,5,46,46,No
EMP3372,IT,58,80897,6,30,84,No
EMP3373,HR,58,38934,6,37,52,No
